700,EMBUDO MEDIANO,18,https://cotizar.jjquimienvases.com/items/imagenes/l14.jpg,1,32,45,38,71
701,EMBUDO 40 MM TRASLUCIDO ,18,https://cotizar.jjquimienvases.com/items/imagenes/l15.jpg,1,32,45,38,71
702,EMBUDO EUSSE,18,https://cotizar.jjquimienvases.com/items/imagenes/l17.jpg,1,32,45,38,71
703,EMBUDO  19.5,18,https://cotizar.jjquimienvases.com/items/imagenes/WhatsApp20Image202021-05-0320at208.46.3520AM.jpeg,1,32,45,38,71
704,EMBUDO 70MM TRASLUCIDO,18,https://cotizar.jjquimienvases.com/items/imagenes/l16.jpg,1,32,45,38,71
705,EMBUDO 250MM TRASLUCIDO CON MANIJA,18,https://cotizar.jjquimienvases.com/items/imagenes/WhatsApp20Image202021-05-0320at208.46.3520AM.jpeg,1,32,45,38,71
706,EMBUDO MINI,18,https://cotizar.jjquimienvases.com/items/imagenes/l18.jpg,1,32,45,38,71
7041,EMBUDO VIDRIO 100MM TRASLUCIDO ,18,https://cotizar.jjquimienvases.com/items/imagenes/l19.jpg,1,32,45,38,70
828,PROBETA 10ML,18,https://cotizar.jjquimienvases.com/items/imagenes/l20.jpg,1,35,45,38,70
829,PROBETAS 100 ML PLASTICA,18,https://cotizar.jjquimienvases.com/items/imagenes/l21.jpg,1,34,45,38,71
830,PROBETAS 50 ML PLASTICA,18,https://cotizar.jjquimienvases.com/items/imagenes/l22.jpg,1,34,45,38,71
831,PROBETAS PLASTICAS ST 1LT T,18,https://cotizar.jjquimienvases.com/items/imagenes/l23.jpg,1,34,45,38,71
832,PROBETAS 250 ML PLASTICA,18,https://cotizar.jjquimienvases.com/items/imagenes/l24.jpg,1,34,45,38,71
833,PROBETAS 500 ML PLASTICA,18,https://cotizar.jjquimienvases.com/items/imagenes/l25.jpg,1,34,45,38,71
834,PROBETA 50ML VIDRIO,18,https://cotizar.jjquimienvases.com/items/imagenes/l26.jpg,1,35,45,38,70
835,PROBETA 100ML VIDRIO,18,https://cotizar.jjquimienvases.com/items/imagenes/l27.jpg,1,35,45,38,70
7896587,PROBETA EN VIDRIO DE 250 ML,18,https://cotizar.jjquimienvases.com/items/imagenes/l28.jpg,1,35,45,38,70
8281,PROBETA  25 ML PLASTICA,18,https://cotizar.jjquimienvases.com/items/imagenes/l29.jpg,1,34,45,38,71
8341,PROBETA PLASTICO 100 ML,18,https://cotizar.jjquimienvases.com/items/imagenes/l21.jpg,1,34,45,38,71
83421,PROBETAS 500 ML VIDRIO,18,https://cotizar.jjquimienvases.com/items/imagenes/l26.jpg,1,35,45,38,70
922,VASO PRECIPITADO 100 VIDRIO,5,https://cotizar.jjquimienvases.com/items/imagenes/l8.jpg,1,42,45,38,70
923,VASO PRECIPITADO VIDRIO 1LT T,5,https://cotizar.jjquimienvases.com/items/imagenes/l9.jpg,1,42,45,38,70
924,VASO PRECIPITADO 25 VIDRIO,5,https://cotizar.jjquimienvases.com/items/imagenes/l10.jpg,1,42,45,38,70
925,VASO PRECIPITADO 250 VIDRIO,5,https://cotizar.jjquimienvases.com/items/imagenes/l11.jpg,1,42,45,38,70
926,VASO PRECIPITADO 400 VIDRIO,5,https://cotizar.jjquimienvases.com/items/imagenes/l12.jpg,1,42,45,38,70
927,VASO PRECIPITADO 50 VIDRIO,5,https://cotizar.jjquimienvases.com/items/imagenes/l13.jpg,1,42,45,38,70
928,VASO PRECIPITADO PLASTICO 100ML,5,https://cotizar.jjquimienvases.com/items/imagenes/l4.jpg,1,42,45,38,71
929,VASO PRECIPITADO PLASTICO 50ML,5,https://cotizar.jjquimienvases.com/items/imagenes/l5.jpg,1,42,45,38,71
930,VASO PRECIPITADO VIDRIO ST 2LT T,5,https://cotizar.jjquimienvases.com/items/imagenes/l6.jpg,1,42,45,38,70
931,VASO PRECIPITADO PLASTICO 250ML,5,https://cotizar.jjquimienvases.com/items/imagenes/l3.jpg,1,42,45,38,71
932,VASO PRECITADO PLASTICO ST 1LT T,5,https://cotizar.jjquimienvases.com/items/imagenes/l7.jpg,1,42,45,38,71
933,VASOPRECIPITADO PLASTICO 500ML,5,https://cotizar.jjquimienvases.com/items/imagenes/l1.jpg,1,42,45,38,71
747576,VASO PRECIPITADO PLASTICO 500ML,5,https://cotizar.jjquimienvases.com/items/imagenes/l1.jpg,1,42,45,38,71
7475761,VASO PRECIPITADO PLASTICO ST 1LT T,5,https://cotizar.jjquimienvases.com/items/imagenes/l2.jpg,1,42,45,38,71
771,LAVADOR NACIONAL ST 1LT T ,18,https://cotizar.jjquimienvases.com/items/imagenes/WhatsApp20Image202021-05-0320at208.46.3520AM.jpeg,1,33,45,38,71
772,LAVADOR PLASTICO GRADUADO ST 1LT T,18,https://cotizar.jjquimienvases.com/items/imagenes/l32.jpg,1,33,45,38,71
773,LAVADOR PLASTICO GRADUADO DE 250ML,18,https://cotizar.jjquimienvases.com/items/imagenes/l31.jpg,1,33,45,38,71
774,LAVADOR PLASTICO GRADUADO DE 500ML,18,https://cotizar.jjquimienvases.com/items/imagenes/l30.jpg,1,33,45,38,71
891,TUBO DE ENSAYO PREFORMA B 24 ST,18,https://cotizar.jjquimienvases.com/items/imagenes/l33.jpg,1,43,45,38,70
892,"TUBO DE ENSAYO 1,3 X 10 CM SIN CORCHO",18,https://cotizar.jjquimienvases.com/items/imagenes/l34.jpg,1,43,45,38,70
893,"TUBO DE ENSAYO 1,6 X 15 CM SIN CORCHO",18,https://cotizar.jjquimienvases.com/items/imagenes/l35.jpg,1,43,45,38,70
894,"TUBO DE ENSAYO 1,6 X 15 CM ROSCA",18,https://cotizar.jjquimienvases.com/items/imagenes/l37.jpg,1,43,45,38,70
895,TUBO DE ENSAYO 1.3X 10 CM ROSCA,18,https://cotizar.jjquimienvases.com/items/imagenes/l36.jpg,1,43,45,38,70
896,TUBO DE ENSAYO 1.2X 7.2 CM SIN CORCHO,18,https://cotizar.jjquimienvases.com/items/imagenes/l35.jpg,1,43,45,38,70
897,TUBO DE ENSAYO PLASTICO O ESCARCHA,18,https://cotizar.jjquimienvases.com/items/imagenes/WhatsApp20Image202021-05-0320at208.46.3520AM.jpeg,1,43,45,38,70
899,"TUBO DE ENSAYO 1,8 X 170 CM SIN CORCHO",18,https://cotizar.jjquimienvases.com/items/imagenes/l35.jpg,1,43,45,38,70
